series_release,series_code,series_description,geoAreaCode,X,Y,ISO3CD,geoAreaName,sliceId,Units,Units_description,F2000,F2001,F2002,F2003,F2004,F2005,F2006,F2007,F2008,F2009,F2010,F2011,F2012,F2013,F2014,F2015,last_5_years_mean,latest_year,latest_value,latest_source,latest_nature,FID
2018.Q2.G.01,EG_FEC_RNEW,Renewable energy share in the total final energy consumption (%),646,29.92310194,-1.999842114,RWA,Rwanda,1,PERCENT,Percentage,86.68,86.88,87.11,87.29,87.54,89.24,90.59,90.31,90.63,90.54,90.66,89.64,88.79,88.47,88.18,86.66,88.348,2015,86.66,"Source: Energy Balances, UN Statistics Division (2017)",E,62
2018.Q2.G.01,EG_FEC_RNEW,Renewable energy share in the total final energy consumption (%),652,-62.83173536,17.89513362,BLM,Saint Barthélemy,1,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,63
2018.Q2.G.01,EG_FEC_RNEW,Renewable energy share in the total final energy consumption (%),654,-5.705752501,-15.96503946,SHN,Saint Helena,1,PERCENT,Percentage,7.08,6.69,8.13,7.34,14.78,8.14,8.96,3.94,9.03,10.21,9.17,9.55,7.7,9.38,8.74,12.6,9.594,2015,12.6,"Source: Energy Balances, UN Statistics Division (2017)",E,64
2018.Q2.G.01,EG_FEC_RNEW,Renewable energy share in the total final energy consumption (%),659,-62.76628613,17.33994219,KNA,Saint Kitts and Nevis,1,PERCENT,Percentage,26.64,26.28,24.59,26.62,22.22,25.58,0.01,0.01,0.01,0.01,0.99,0.93,1.33,1.51,1.7,1.64,1.422,2015,1.64,"Source: Energy Balances, UN Statistics Division (2017)",E,65
2018.Q2.G.01,EG_FEC_RNEW,Renewable energy share in the total final energy consumption (%),660,-63.05651612,18.21525315,AIA,Anguilla,1,PERCENT,Percentage,0.19,0.18,0.19,0.17,0.14,0.14,0.12,0.12,0.12,0.12,0.12,0.13,0.13,0.14,0.13,0.11,0.128,2015,0.11,"Source: Energy Balances, UN Statistics Division (2017)",E,66
2018.Q2.G.01,EG_FEC_RNEW,Renewable energy share in the total final energy consumption (%),662,-60.96529553,13.89405601,LCA,Saint Lucia,1,PERCENT,Percentage,2.62,2.31,2.77,2.44,2.54,2.5,2.48,2.42,2.39,2.26,2.2,2.18,2.18,2.17,2.15,2.13,2.162,2015,2.13,"Source: Energy Balances, UN Statistics Division (2017)",E,67
2018.Q2.G.01,EG_FEC_RNEW,Renewable energy share in the total final energy consumption (%),663,-63.04505461,18.0882685,MAF,Saint Martin (French Part),1,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,68
2018.Q2.G.01,EG_FEC_RNEW,Renewable energy share in the total final energy consumption (%),666,-56.33682442,46.85812735,SPM,Saint Pierre and Miquelon,1,PERCENT,Percentage,0.56,0.56,0.51,0.44,0.47,1.35,1.35,1.26,1.32,1.31,1.34,1.37,1.25,1.23,1.14,1.12,1.222,2015,1.12,"Source: Energy Balances, UN Statistics Division (2017)",E,69
2018.Q2.G.01,EG_FEC_RNEW,Renewable energy share in the total final energy consumption (%),670,-61.19024321,13.24627968,VCT,Saint Vincent and the Grenadines,1,PERCENT,Percentage,8.49,6.19,6.07,5.63,5.86,5.81,5.59,5.45,5.51,4.37,5.49,6.55,5.19,6.01,5.8,5.81,5.872,2015,5.81,"Source: Energy Balances, UN Statistics Division (2017)",E,70
2018.Q2.G.01,EG_FEC_RNEW,Renewable energy share in the total final energy consumption (%),674,12.46329038,43.93841766,SMR,San Marino,1,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,71
2018.Q2.G.01,EG_FEC_RNEW,Renewable energy share in the total final energy consumption (%),678,6.609772265,0.241554875,STP,Sao Tome and Principe,1,PERCENT,Percentage,54.73,55.47,55.34,51.81,48.92,47.94,47.33,47.69,46.04,45.41,43.76,43.12,41.25,41.4,41.81,41.06,41.728,2015,41.06,"Source: Energy Balances, UN Statistics Division (2017)",E,72
2018.Q2.G.01,EG_FEC_RNEW,Renewable energy share in the total final energy consumption (%),682,44.54763347,24.12594211,SAU,Saudi Arabia,1,PERCENT,Percentage,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2015,0.01,"Source: World Energy Balances, IEA (2017)",E,73
2018.Q2.G.01,EG_FEC_RNEW,Renewable energy share in the total final energy consumption (%),686,-14.46636926,14.35920905,SEN,Senegal,1,PERCENT,Percentage,47.52,45.83,44.48,44.72,40.8,41.23,44.2,40.63,40.47,51.96,50.26,48.66,50.37,43.59,43.36,42.71,45.738,2015,42.71,"Source: World Energy Balances, IEA (2017)",E,74
2018.Q2.G.01,EG_FEC_RNEW,Renewable energy share in the total final energy consumption (%),688,20.805876,44.03145697,SRB,Serbia,1,PERCENT,Percentage,23.59,21.16,19.08,16.26,14.87,16.37,15.69,14.29,15.57,20.82,20.6,17.55,19.61,20.23,23.43,21.17,20.398,2015,21.17,"Source: World Energy Balances, IEA (2017)",E,75
2018.Q2.G.01,EG_FEC_RNEW,Renewable energy share in the total final energy consumption (%),690,55.46561591,-4.678053059,SYC,Seychelles,1,PERCENT,Percentage,0.57,0.51,0.56,0.53,0.4,0.38,0.35,0.43,0.38,0.51,0.63,0.96,0.63,1.29,1.3,1.35,1.106,2015,1.35,"Source: Energy Balances, UN Statistics Division (2017)",E,76
2018.Q2.G.01,EG_FEC_RNEW,Renewable energy share in the total final energy consumption (%),694,-11.78306584,8.568604164,SLE,Sierra Leone,1,PERCENT,Percentage,89.28,87.17,87.13,85.69,85.74,87.25,83.39,85.56,85.27,85.39,84.18,80.35,78.43,75.22,73.05,77.66,76.942,2015,77.66,"Source: Energy Balances, UN Statistics Division (2017)",E,77
2018.Q2.G.01,EG_FEC_RNEW,Renewable energy share in the total final energy consumption (%),702,103.8107883,1.361009155,SGP,Singapore,1,PERCENT,Percentage,0.33,0.6,0.58,0.58,0.53,0.54,0.52,0.5,0.53,0.48,0.48,0.47,0.5,0.56,0.62,0.71,0.572,2015,0.71,"Source: World Energy Balances, IEA (2017)",E,78
2018.Q2.G.01,EG_FEC_RNEW,Renewable energy share in the total final energy consumption (%),703,19.48495604,48.70741446,SVK,Slovakia,1,PERCENT,Percentage,3.73,6,5.48,5.35,6.25,6.31,6.57,8.23,7.63,10,10.28,10.36,10.47,10.68,12.24,13.41,11.432,2015,13.41,"Source: World Energy Balances, IEA (2017)",E,79
2018.Q2.G.01,EG_FEC_RNEW,Renewable energy share in the total final energy consumption (%),704,105.802499,10.09643079,VNM,Viet Nam,1,PERCENT,Percentage,57.96,56.36,52.41,51.02,45.99,44.36,44.46,42.1,39.46,37.17,34.8,36.53,38.11,37.39,37.04,35,36.814,2015,35,"Source: World Energy Balances, IEA (2017)",E,80
2018.Q2.G.01,EG_FEC_RNEW,Renewable energy share in the total final energy consumption (%),705,14.82209486,46.11958061,SVN,Slovenia,1,PERCENT,Percentage,15.86,14.99,14.1,14.18,15.41,14.57,14.41,14.09,13.85,19.03,19.5,18.59,19.7,22.01,22.3,20.88,20.696,2015,20.88,"Source: World Energy Balances, IEA (2017)",E,81
2018.Q2.G.01,EG_FEC_RNEW,Renewable energy share in the total final energy consumption (%),706,46.20367477,4.406485729,SOM,Somalia,1,PERCENT,Percentage,93.28,93.26,92.58,92.8,93,93.3,93.47,93.02,93.37,93.63,93.57,93.65,93.89,94.23,94.43,94.29,94.098,2015,94.29,"Source: Energy Balances, UN Statistics Division (2017)",E,82
2018.Q2.G.01,EG_FEC_RNEW,Renewable energy share in the total final energy consumption (%),710,24.67184355,-29.99957544,ZAF,South Africa,1,PERCENT,Percentage,18.51,19.12,18.32,17.51,16.76,16.25,16.37,15.81,15.99,15.57,17.08,16.98,16.63,16.1,16.59,17.15,16.69,2015,17.15,"Source: World Energy Balances, IEA (2017)",E,83
2018.Q2.G.01,EG_FEC_RNEW,Renewable energy share in the total final energy consumption (%),716,29.86909584,-19.00075492,ZWE,Zimbabwe,1,PERCENT,Percentage,69.26,71.53,74.29,77.83,81.58,80.15,78.65,78.08,82.03,83.15,82.88,79.57,78.02,79.56,81.05,81.8,80,2015,81.8,"Source: World Energy Balances, IEA (2017)",E,84
2018.Q2.G.01,EG_FEC_RNEW,Renewable energy share in the total final energy consumption (%),724,-3.554078296,40.39211472,ESP,Spain,1,PERCENT,Percentage,7.88,8.93,7.42,8.9,8.03,7.29,8.47,9.01,9.74,12.22,14.4,14.75,15.77,16.95,17.35,16.25,16.214,2015,16.25,"Source: World Energy Balances, IEA (2017)",E,85
2018.Q2.G.01,EG_FEC_RNEW,Renewable energy share in the total final energy consumption (%),728,30.32618773,7.290839152,SSD,South Sudan,1,PERCENT,Percentage,0,0,0,0,0,0,0,0,0,0,0,0,30.2,29.7,29.83,39.07,25.76,2015,39.07,"Source: World Energy Balances, IEA (2017)",E,86
2018.Q2.G.01,EG_FEC_RNEW,Renewable energy share in the total final energy consumption (%),732,-13.13515523,24.66265342,ESH,Western Sahara,1,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,87
2018.Q2.G.01,EG_FEC_RNEW,Renewable energy share in the total final energy consumption (%),736,29.95650159,16.02643066,SDN,Sudan,1,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,88
2018.Q2.G.01,EG_FEC_RNEW,Renewable energy share in the total final energy consumption (%),740,-55.90626394,4.132603197,SUR,Suriname,1,PERCENT,Percentage,26.47,26.95,31.25,28.28,26,22.12,24.84,27.22,28.46,28.65,24.54,25.45,23.05,25.97,25.38,24.91,24.952,2015,24.91,"Source: World Energy Balances, IEA (2017)",E,89
2018.Q2.G.01,EG_FEC_RNEW,Renewable energy share in the total final energy consumption (%),744,13.38071013,78.82894131,SJM,Svalbard and Jan Mayen Islands,1,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,90
2018.Q2.G.01,EG_FEC_RNEW,Renewable energy share in the total final energy consumption (%),748,31.50149288,-26.56471011,SWZ,Swaziland,1,PERCENT,Percentage,48.19,47.82,49.8,49.77,48.83,49.65,62.29,64.73,63.94,64.69,62.68,61.25,62.47,66.71,67.69,66.1,64.844,2015,66.1,"Source: Energy Balances, UN Statistics Division (2017)",E,91
2018.Q2.G.01,EG_FEC_RNEW,Renewable energy share in the total final energy consumption (%),752,14.3775338,60.60103109,SWE,Sweden,1,PERCENT,Percentage,40.01,37.66,36.15,34.91,35.82,39.99,41.13,42.92,44.87,47.08,45.98,46.49,49.95,48.83,49.69,53.25,49.642,2015,53.25,"Source: World Energy Balances, IEA (2017)",E,92
2018.Q2.G.01,EG_FEC_RNEW,Renewable energy share in the total final energy consumption (%),756,8.223158,46.96617097,CHE,Switzerland,1,PERCENT,Percentage,18.63,19.2,18.69,18.56,18.64,19.31,18.66,19.93,20.24,20.75,21.46,21.56,22.96,22.99,23.42,25.29,23.244,2015,25.29,"Source: World Energy Balances, IEA (2017)",E,93
2018.Q2.G.01,EG_FEC_RNEW,Renewable energy share in the total final energy consumption (%),760,38.50466565,35.01676176,SYR,Syrian Arab Republic (Syria),1,PERCENT,Percentage,2,2.07,1.61,1.91,2.6,2.11,1.83,1.57,1.27,0.93,1.41,1.9,2.52,2.86,2.35,0.52,2.03,2015,0.52,"Source: World Energy Balances, IEA (2017)",E,94
2018.Q2.G.01,EG_FEC_RNEW,Renewable energy share in the total final energy consumption (%),762,69.294998,38.43069666,TJK,Tajikistan,1,PERCENT,Percentage,62.41,64.07,64.16,64.61,61.43,63.74,61.58,53.8,54.62,60.58,61.83,59.98,55.08,57.92,45.76,44.66,52.68,2015,44.66,"Source: World Energy Balances, IEA (2017)",E,95
2018.Q2.G.01,EG_FEC_RNEW,Renewable energy share in the total final energy consumption (%),764,101.0202951,15.13089239,THA,Thailand,1,PERCENT,Percentage,21.99,20.04,20.07,20.34,20.02,20.25,20.69,21.61,22.49,22.66,22.65,22.76,23.29,22.94,24.1,22.86,23.19,2015,22.86,"Source: World Energy Balances, IEA (2017)",E,96
2018.Q2.G.01,EG_FEC_RNEW,Renewable energy share in the total final energy consumption (%),768,0.97835765,8.532096072,TGO,Togo,1,PERCENT,Percentage,77.11,82.06,78.67,74.79,76.14,77.22,79.66,79.94,76.52,63.4,65.83,69.16,72.74,72.4,72.16,71.26,71.544,2015,71.26,"Source: World Energy Balances, IEA (2017)",E,97
2018.Q2.G.01,EG_FEC_RNEW,Renewable energy share in the total final energy consumption (%),772,-171.8154473,-9.214545558,TKL,Tokelau,1,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,98
2018.Q2.G.01,EG_FEC_RNEW,Renewable energy share in the total final energy consumption (%),776,-175.1959991,-21.19511329,TON,Tonga,1,PERCENT,Percentage,2.48,2.7,2.48,2.01,2.15,2.17,1.87,2.17,1.99,1.82,1.01,1.14,1.15,1.58,1.7,1.88,1.49,2015,1.88,"Source: Energy Balances, UN Statistics Division (2017)",E,99
2018.Q2.G.01,EG_FEC_RNEW,Renewable energy share in the total final energy consumption (%),780,-61.29389504,10.41877263,TTO,Trinidad and Tobago,1,PERCENT,Percentage,0.76,0.68,0.64,0.6,0.63,0.53,0.62,0.37,0.36,0.4,0.33,0.36,0.32,0.31,0.28,0.28,0.31,2015,0.28,"Source: World Energy Balances, IEA (2017)",E,100
2018.Q2.G.01,EG_FEC_RNEW,Renewable energy share in the total final energy consumption (%),784,53.98279159,23.43322219,ARE,United Arab Emirates,1,PERCENT,Percentage,0.08,0.06,0.07,0.07,0.1,0.11,0.12,0.11,0.11,0.11,0.11,0.11,0.1,0.11,0.15,0.14,0.122,2015,0.14,"Source: World Energy Balances, IEA (2017)",E,101
2018.Q2.G.01,EG_FEC_RNEW,Renewable energy share in the total final energy consumption (%),788,9.572737411,34.11439971,TUN,Tunisia,1,PERCENT,Percentage,14.23,14.22,14.55,14.13,13.92,14.18,14.32,14.32,14.61,16.07,12.69,13.33,13.08,13.25,12.93,12.56,13.03,2015,12.56,"Source: World Energy Balances, IEA (2017)",E,102
2018.Q2.G.01,EG_FEC_RNEW,Renewable energy share in the total final energy consumption (%),792,35.42890329,38.9899684,TUR,Turkey,1,PERCENT,Percentage,17.27,18.11,17.46,16.28,16.77,15.3,14.25,12.48,12.42,13.33,14.33,12.78,12.83,13.85,11.61,13.37,12.888,2015,13.37,"Source: World Energy Balances, IEA (2017)",E,103
2018.Q2.G.01,EG_FEC_RNEW,Renewable energy share in the total final energy consumption (%),795,58.9787665,40.0912346,TKM,Turkmenistan,1,PERCENT,Percentage,0.09,0.09,0.09,0.08,0.08,0.07,0.09,0.07,0.07,0.08,0.07,0.07,0.04,0.04,0.04,0.04,0.046,2015,0.04,"Source: World Energy Balances, IEA (2017)",E,104
2018.Q2.G.01,EG_FEC_RNEW,Renewable energy share in the total final energy consumption (%),796,-71.745121,21.80780585,TCA,Turks and Caicos Islands,1,PERCENT,Percentage,0.69,0.68,0.6,0.59,0.6,0.54,0.52,0.5,0.5,0.53,0.52,0.59,0.59,0.6,0.58,0.57,0.586,2015,0.57,"Source: Energy Balances, UN Statistics Division (2017)",E,105
2018.Q2.G.01,EG_FEC_RNEW,Renewable energy share in the total final energy consumption (%),798,178.6679611,-7.460048071,TUV,Tuvalu,1,PERCENT,Percentage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.16,1.632,2015,8.16,"Source: Energy Balances, UN Statistics Division (2017)",E,106
2018.Q2.G.01,EG_FEC_RNEW,Renewable energy share in the total final energy consumption (%),800,32.39100438,1.279557331,UGA,Uganda,1,PERCENT,Percentage,93.91,94.15,94.32,94.23,93.92,92.81,92.42,92.31,92.28,92.44,91.61,91.09,91.27,90.75,90.22,89.06,90.478,2015,89.06,"Source: Energy Balances, UN Statistics Division (2017)",E,107
2018.Q2.G.01,EG_FEC_RNEW,Renewable energy share in the total final energy consumption (%),804,31.40270802,49.00735945,UKR,Ukraine,1,PERCENT,Percentage,1.25,1.23,1.03,0.97,1.19,1.25,1.73,2.39,2.72,2.96,2.88,2.74,2.86,3.49,3.5,4.14,3.346,2015,4.14,"Source: World Energy Balances, IEA (2017)",E,108
2018.Q2.G.01,EG_FEC_RNEW,Renewable energy share in the total final energy consumption (%),807,21.7007909,41.60048068,MKD,"Macedonia, Republic of",1,PERCENT,Percentage,19.38,15.17,14.63,17.29,18.2,18.95,19.65,15.7,15.59,18.47,22.33,18.64,18.28,21.2,21.2,24.22,20.708,2015,24.22,"Source: World Energy Balances, IEA (2017)",E,109
2018.Q2.G.01,EG_FEC_RNEW,Renewable energy share in the total final energy consumption (%),818,29.77468534,26.57438204,EGY,Egypt,1,PERCENT,Percentage,8.1,7.71,7.26,7.39,7.54,6.49,6.23,6.09,5.97,5.76,5.72,5.58,5.55,5.71,5.87,5.71,5.684,2015,5.71,"Source: World Energy Balances, IEA (2017)",E,110
2018.Q2.G.01,EG_FEC_RNEW,Renewable energy share in the total final energy consumption (%),826,-2.23830539,53.27691757,GBR,United Kingdom,1,PERCENT,Percentage,0.96,0.85,0.97,0.93,1.14,1.35,1.55,1.84,2.78,3.38,3.64,4.4,4.75,6.02,7.4,8.71,6.256,2015,8.71,"Source: World Energy Balances, IEA (2017)",E,111
2018.Q2.G.01,EG_FEC_RNEW,Renewable energy share in the total final energy consumption (%),831,-2.200712402,49.71561166,GGY,Guernsey,1,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,112
2018.Q2.G.01,EG_FEC_RNEW,Renewable energy share in the total final energy consumption (%),832,-2.136773508,49.22353354,JEY,Jersey,1,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,113
2018.Q2.G.01,EG_FEC_RNEW,Renewable energy share in the total final energy consumption (%),833,-4.538190305,54.22880901,IMN,Isle of Man,1,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,114
2018.Q2.G.01,EG_FEC_RNEW,Renewable energy share in the total final energy consumption (%),834,34.80521182,-6.265332606,TZA,"Tanzania, United Republic of",1,PERCENT,Percentage,93.72,93.23,92.48,92.38,91.73,91.01,90.9,91.36,91.05,91.64,90.32,88.51,86.35,86.62,86.67,85.71,86.772,2015,85.71,"Source: World Energy Balances, IEA (2017)",E,115
2018.Q2.G.01,EG_FEC_RNEW,Renewable energy share in the total final energy consumption (%),840,-99.13830311,39.5277871,USA,United States of America,1,PERCENT,Percentage,5.43,4.68,4.84,5.33,5.48,5.84,6.4,6.3,6.85,7.35,7.51,8.16,8.48,8.71,8.75,8.72,8.564,2015,8.72,"Source: World Energy Balances, IEA (2017)",E,116
2018.Q2.G.01,EG_FEC_RNEW,Renewable energy share in the total final energy consumption (%),850,-64.76960113,17.73297693,VIR,United States Virgin Islands,1,PERCENT,Percentage,0,0,0,0,0,0,0,0,0,0,0,0.34,0.97,1.65,2.76,3.88,1.92,2015,3.88,"Source: Energy Balances, UN Statistics Division (2017)",E,117
2018.Q2.G.01,EG_FEC_RNEW,Renewable energy share in the total final energy consumption (%),854,-1.742843829,12.27491081,BFA,Burkina Faso,1,PERCENT,Percentage,85.41,83.68,79.34,79.08,83.53,86.54,84.62,82.43,82.94,83.6,81.45,80.57,77.18,75.43,75.24,74.17,76.518,2015,74.17,"Source: Energy Balances, UN Statistics Division (2017)",E,118
2018.Q2.G.01,EG_FEC_RNEW,Renewable energy share in the total final energy consumption (%),858,-56.01387025,-32.8002838,URY,Uruguay,1,PERCENT,Percentage,38.8,40.95,43.04,43.11,38.32,39.91,35.66,41.46,43.28,45.29,52.82,48.84,46.92,50.75,55.39,58.02,51.984,2015,58.02,"Source: World Energy Balances, IEA (2017)",E,119
2018.Q2.G.01,EG_FEC_RNEW,Renewable energy share in the total final energy consumption (%),860,63.11944558,41.77560518,UZB,Uzbekistan,1,PERCENT,Percentage,1.22,1.22,1.19,1.53,1.85,1.86,1.93,1.35,2.33,2.22,2.64,2.25,2.38,2.87,2.9,2.97,2.674,2015,2.97,"Source: World Energy Balances, IEA (2017)",E,120
2018.Q2.G.01,EG_FEC_RNEW,Renewable energy share in the total final energy consumption (%),862,-66.15642084,7.121324748,VEN,Venezuela (Bolivarian Republic),1,PERCENT,Percentage,14.66,13.39,12.88,12.96,13.76,13.5,15.44,16.52,13.4,13.65,11.44,13.53,12.24,14.42,12.32,12.84,13.07,2015,12.84,"Source: World Energy Balances, IEA (2017)",E,121
2018.Q2.G.01,EG_FEC_RNEW,Renewable energy share in the total final energy consumption (%),876,-176.2034788,-13.28471201,WLF,Wallis and Futuna Islands,1,PERCENT,Percentage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0,"Source: Energy Balances, UN Statistics Division (2017)",E,122
2018.Q2.G.01,EG_FEC_RNEW,Renewable energy share in the total final energy consumption (%),882,-172.4430749,-13.61541469,WSM,Samoa,1,PERCENT,Percentage,45.37,44.07,44.95,44.58,44.62,45.13,45.04,45.94,45.97,45.69,46.75,39.82,40.12,42.25,42.34,34.32,39.77,2015,34.32,"Source: Energy Balances, UN Statistics Division (2017)",E,123
2018.Q2.G.01,EG_FEC_RNEW,Renewable energy share in the total final energy consumption (%),887,45.22389143,15.22242099,YEM,Yemen,1,PERCENT,Percentage,1.15,1.07,1.06,0.93,0.91,0.89,0.93,0.94,0.9,0.86,0.96,1.14,1.33,0.93,0.97,2.28,1.33,2015,2.28,"Source: World Energy Balances, IEA (2017)",E,124
