series_release,series_code,series_description,geoAreaCode,X,Y,ISO3CD,geoAreaName,sliceId,Units,Units_description,F2000,F2001,F2002,F2003,F2004,F2005,F2006,F2007,F2008,F2009,F2010,F2011,F2012,F2013,F2014,F2015,last_5_years_mean,latest_year,latest_value,latest_source,latest_nature,FID
2018.Q2.G.01,EG_FEC_RNEW,Renewable energy share in the total final energy consumption (%),894,27.850329,-14.59701056,ZMB,Zambia,1,PERCENT,Percentage,89.99,89.81,89.65,89.36,89.5,89,89.84,92.96,92.18,92.09,92.1,90.9,88.63,88.48,88.03,87.99,88.806,2015,87.99,"Source: World Energy Balances, IEA (2017)",E,125
2018.Q2.G.01,EG_FEC_RNEW,Renewable energy share in the total final energy consumption (%),8,20.06660928,41.13897007,ALB,Albania,1,PERCENT,Percentage,41.45,39.13,35.9,33.75,35.94,36.87,31.71,32.1,35.91,37.22,37.12,35.96,40.05,41.29,38.69,38.62,38.922,2015,38.62,"Source: World Energy Balances, IEA (2017)",E,126
2018.Q2.G.01,EG_FEC_RNEW,Renewable energy share in the total final energy consumption (%),10,21.47585697,-80.40897662,ATA,Antarctica,1,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,127
2018.Q2.G.01,EG_FEC_RNEW,Renewable energy share in the total final energy consumption (%),12,2.678164227,28.15940032,DZA,Algeria,1,PERCENT,Percentage,0.43,0.43,0.51,0.47,0.44,0.58,0.41,0.41,0.3,0.31,0.26,0.18,0.19,0.14,0.07,0.06,0.128,2015,0.06,"Source: World Energy Balances, IEA (2017)",E,128
2018.Q2.G.01,EG_FEC_RNEW,Renewable energy share in the total final energy consumption (%),16,-170.7187269,-14.30587306,ASM,American Samoa,1,PERCENT,Percentage,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.7,0.7,0.89,0.598,2015,0.89,"Source: Energy Balances, UN Statistics Division (2017)",E,129
2018.Q2.G.01,EG_FEC_RNEW,Renewable energy share in the total final energy consumption (%),20,1.576257417,42.54548611,AND,Andorra,1,PERCENT,Percentage,14.89,15.77,16.22,16.91,16.87,16.9,17.49,16.94,17.42,17.52,19.09,18.97,19.2,19.56,19.89,19.75,19.474,2015,19.75,"Source: Energy Balances, UN Statistics Division (2017)",E,130
2018.Q2.G.01,EG_FEC_RNEW,Renewable energy share in the total final energy consumption (%),24,17.57817062,-12.33724746,AGO,Angola,1,PERCENT,Percentage,74.62,73.76,72.13,67.31,65.49,70.95,65.02,61.6,58.11,55.75,54.19,52.72,52.25,50.69,50.8,49.57,51.206,2015,49.57,"Source: World Energy Balances, IEA (2017)",E,131
2018.Q2.G.01,EG_FEC_RNEW,Renewable energy share in the total final energy consumption (%),28,-61.7999755,17.07761471,ATG,Antigua and Barbuda,1,PERCENT,Percentage,0,0,0,0,0,0,0,0,0,0,0.29,0.3,0,0,0,0,0.06,2015,0,"Source: Energy Balances, UN Statistics Division (2017)",E,132
2018.Q2.G.01,EG_FEC_RNEW,Renewable energy share in the total final energy consumption (%),31,50.01064725,40.39229544,AZE,Azerbaijan,1,PERCENT,Percentage,2.07,1.75,2.35,2.94,3.07,3.37,2.86,3.79,3.09,3.27,4.45,3.56,2.85,2.53,2.12,2.31,2.674,2015,2.31,"Source: World Energy Balances, IEA (2017)",E,133
2018.Q2.G.01,EG_FEC_RNEW,Renewable energy share in the total final energy consumption (%),32,-65.14563274,-35.19446255,ARG,Argentina,1,PERCENT,Percentage,11.08,13.04,13.29,12.52,8.35,8.96,10.19,8.89,7.61,8.57,8.96,10.12,9.87,10.21,10.9,10.04,10.228,2015,10.04,"Source: World Energy Balances, IEA (2017)",E,134
2018.Q2.G.01,EG_FEC_RNEW,Renewable energy share in the total final energy consumption (%),36,134.3499412,-25.57717202,AUS,Australia,1,PERCENT,Percentage,8.42,8.37,8.74,7.15,6.68,6.71,6.85,6.95,6.79,7.11,8.11,8.26,8.25,9.09,9.28,9.18,8.812,2015,9.18,"Source: World Energy Balances, IEA (2017)",E,135
2018.Q2.G.01,EG_FEC_RNEW,Renewable energy share in the total final energy consumption (%),40,14.14172472,47.58704857,AUT,Austria,1,PERCENT,Percentage,26.39,25.48,24.68,22.58,23.22,24.17,26.25,28.6,29.36,30.51,30.66,30.99,33.43,34.68,35.39,34.39,33.776,2015,34.39,"Source: World Energy Balances, IEA (2017)",E,136
2018.Q2.G.01,EG_FEC_RNEW,Renewable energy share in the total final energy consumption (%),44,-78.05111663,24.69546597,BHS,Bahamas,1,PERCENT,Percentage,0,0.45,0.42,1.69,1.7,1.84,2.17,3.71,2.15,1.92,1.66,1.43,1.18,0.84,1.09,1.21,1.15,2015,1.21,"Source: Energy Balances, UN Statistics Division (2017)",E,137
2018.Q2.G.01,EG_FEC_RNEW,Renewable energy share in the total final energy consumption (%),48,50.5490754,26.04407747,BHR,Bahrain,1,PERCENT,Percentage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0,"Source: World Energy Balances, IEA (2017)",E,138
2018.Q2.G.01,EG_FEC_RNEW,Renewable energy share in the total final energy consumption (%),50,89.17660788,22.86961622,BGD,Bangladesh,1,PERCENT,Percentage,59.01,55.79,54.32,52.64,52.12,50.78,48.9,47.48,45.58,43.69,41.05,39.44,38.61,38.76,37.63,34.75,37.838,2015,34.75,"Source: World Energy Balances, IEA (2017)",E,139
2018.Q2.G.01,EG_FEC_RNEW,Renewable energy share in the total final energy consumption (%),51,44.93839317,40.29499741,ARM,Armenia,1,PERCENT,Percentage,7.16,5.42,8.9,9.81,8.71,6.49,7.65,7.02,6.41,7.8,9.36,8.01,6.57,6.77,7.72,15.79,8.972,2015,15.79,"Source: World Energy Balances, IEA (2017)",E,140
2018.Q2.G.01,EG_FEC_RNEW,Renewable energy share in the total final energy consumption (%),52,-59.5346489,13.13648273,BRB,Barbados,1,PERCENT,Percentage,13.62,12.29,11.07,9.95,9.93,9.91,9.9,9.71,8.63,9.38,9.03,4.58,4.13,3.4,3.16,2.79,3.612,2015,2.79,"Source: Energy Balances, UN Statistics Division (2017)",E,141
2018.Q2.G.01,EG_FEC_RNEW,Renewable energy share in the total final energy consumption (%),56,4.660976456,50.64104975,BEL,Belgium,1,PERCENT,Percentage,1.45,1.58,1.69,1.89,2.02,2.47,2.83,3.33,3.91,4.83,5.84,6.63,7.76,8.13,9.07,9.2,8.158,2015,9.2,"Source: World Energy Balances, IEA (2017)",E,142
2018.Q2.G.01,EG_FEC_RNEW,Renewable energy share in the total final energy consumption (%),60,-64.78155012,32.27881922,BMU,Bermuda,1,PERCENT,Percentage,0,0,0,0,0,0,0,2.36,2.28,2.61,2.39,2.32,2.14,1.93,1.99,2.36,2.148,2015,2.36,"Source: Energy Balances, UN Statistics Division (2017)",E,143
2018.Q2.G.01,EG_FEC_RNEW,Renewable energy share in the total final energy consumption (%),64,90.45098484,27.39598568,BTN,Bhutan,1,PERCENT,Percentage,91.4,91.75,91.2,91.92,93.45,91.66,91.92,92.19,92,92.61,90.89,89.61,88.04,87.04,87.03,86.9,87.724,2015,86.9,"Source: Energy Balances, UN Statistics Division (2017)",E,144
2018.Q2.G.01,EG_FEC_RNEW,Renewable energy share in the total final energy consumption (%),68,-64.66224284,-16.71273412,BOL,Bolivia (Plurinational State of),1,PERCENT,Percentage,27.39,28.31,27.74,26.08,24.51,23.48,22.55,21.53,20.51,19.99,20.07,19.29,17.92,18.64,16.82,17.54,18.042,2015,17.54,"Source: World Energy Balances, IEA (2017)",E,145
2018.Q2.G.01,EG_FEC_RNEW,Renewable energy share in the total final energy consumption (%),70,17.78584332,44.16845548,BIH,Bosnia and Herzegovina,1,PERCENT,Percentage,19.35,20.27,21.21,20.14,20.1,19.74,18.12,14.84,14.28,17.43,19.57,14.16,15.28,19.48,41.75,40.75,26.284,2015,40.75,"Source: World Energy Balances, IEA (2017)",E,146
2018.Q2.G.01,EG_FEC_RNEW,Renewable energy share in the total final energy consumption (%),72,23.81380223,-22.18810073,BWA,Botswana,1,PERCENT,Percentage,36.56,35.67,34.25,34.23,32.12,30.76,29.37,27.67,27.16,28.28,30.19,30,29.75,29.22,28.8,28.88,29.33,2015,28.88,"Source: World Energy Balances, IEA (2017)",E,147
2018.Q2.G.01,EG_FEC_RNEW,Renewable energy share in the total final energy consumption (%),74,3.410732868,-54.43295905,BVT,Bouvet Island,1,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,148
2018.Q2.G.01,EG_FEC_RNEW,Renewable energy share in the total final energy consumption (%),76,-53.08432878,-10.77668561,BRA,Brazil,1,PERCENT,Percentage,42.8,41.48,43.02,45.31,45.39,46.35,46.91,47.42,47.26,49.11,47.01,45.47,43.62,42.45,41.84,43.79,43.434,2015,43.79,"Source: World Energy Balances, IEA (2017)",E,149
2018.Q2.G.01,EG_FEC_RNEW,Renewable energy share in the total final energy consumption (%),84,-88.70199554,17.19965901,BLZ,Belize,1,PERCENT,Percentage,34.55,29.61,31.19,30.17,32.02,31.01,36.8,32.31,34.06,26.62,33.71,31.02,37.11,34.66,36.91,35.02,34.944,2015,35.02,"Source: Energy Balances, UN Statistics Division (2017)",E,150
2018.Q2.G.01,EG_FEC_RNEW,Renewable energy share in the total final energy consumption (%),86,72.38715553,-7.299281071,IOT,British Indian Ocean Territory,1,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,151
2018.Q2.G.01,EG_FEC_RNEW,Renewable energy share in the total final energy consumption (%),90,160.1584117,-9.622391719,SLB,Solomon Islands,1,PERCENT,Percentage,66.9,66.55,66.5,65.21,65.75,67.08,66.46,64.01,64.3,64.01,63.49,63.67,63.53,63.43,62.99,63.31,63.386,2015,63.31,"Source: Energy Balances, UN Statistics Division (2017)",E,152
2018.Q2.G.01,EG_FEC_RNEW,Renewable energy share in the total final energy consumption (%),92,-64.63294223,18.42256578,VGB,British Virgin Islands,1,PERCENT,Percentage,1.05,1.06,1.03,0.97,0.94,0.94,0.87,0.86,0.83,0.83,0.85,1.05,1.09,1.16,1.22,1.23,1.15,2015,1.23,"Source: Energy Balances, UN Statistics Division (2017)",E,153
2018.Q2.G.01,EG_FEC_RNEW,Renewable energy share in the total final energy consumption (%),96,114.6288563,4.49736984,BRN,Brunei Darussalam,1,PERCENT,Percentage,0,0,0,0,0,0,0,0,0,0,0,0.02,0.01,0.01,0.01,0.01,0.012,2015,0.01,"Source: World Energy Balances, IEA (2017)",E,154
2018.Q2.G.01,EG_FEC_RNEW,Renewable energy share in the total final energy consumption (%),100,25.23763153,42.75731323,BGR,Bulgaria,1,PERCENT,Percentage,7.98,7.28,8.73,9.16,9.6,9.89,10,8.87,9.95,11.66,14.37,13.28,15.75,18.16,16.97,17.65,16.362,2015,17.65,"Source: World Energy Balances, IEA (2017)",E,155
2018.Q2.G.01,EG_FEC_RNEW,Renewable energy share in the total final energy consumption (%),104,96.51752295,21.19332882,MMR,Myanmar,1,PERCENT,Percentage,80.16,82.47,83,79.79,80.27,79.55,81.12,80.32,85.57,85.63,84.4,83.86,77.91,74.11,66.13,61.53,72.708,2015,61.53,"Source: World Energy Balances, IEA (2017)",E,156
2018.Q2.G.01,EG_FEC_RNEW,Renewable energy share in the total final energy consumption (%),108,29.89080992,-3.366387428,BDI,Burundi,1,PERCENT,Percentage,93.23,96.23,96.16,97.02,97.27,97.29,96.86,96.89,96.85,96.92,96.76,96.59,93.96,94.07,94.6,95.68,94.98,2015,95.68,"Source: Energy Balances, UN Statistics Division (2017)",E,157
2018.Q2.G.01,EG_FEC_RNEW,Renewable energy share in the total final energy consumption (%),112,28.04940161,53.54193075,BLR,Belarus,1,PERCENT,Percentage,4.98,5.53,5.76,5.6,5.66,6.15,6.49,6.62,6.49,6.78,7.02,7.38,7.25,7.01,6.63,6.77,7.008,2015,6.77,"Source: World Energy Balances, IEA (2017)",E,158
2018.Q2.G.01,EG_FEC_RNEW,Renewable energy share in the total final energy consumption (%),116,104.922836,12.71163737,KHM,Cambodia,1,PERCENT,Percentage,81.14,79.59,83.02,82.07,78.21,76.07,73.86,69.37,68,71.32,68.52,68.16,68.26,68.97,68.01,64.92,67.664,2015,64.92,"Source: World Energy Balances, IEA (2017)",E,159
2018.Q2.G.01,EG_FEC_RNEW,Renewable energy share in the total final energy consumption (%),120,12.7419827,5.692387031,CMR,Cameroon,1,PERCENT,Percentage,84.48,85.2,85.21,85.25,85.46,86.23,85.43,80.71,80.71,79.09,78.6,78.37,78.05,77.61,76.98,76.54,77.51,2015,76.54,"Source: World Energy Balances, IEA (2017)",E,160
2018.Q2.G.01,EG_FEC_RNEW,Renewable energy share in the total final energy consumption (%),124,-101.6575058,57.72360191,CAN,Canada,1,PERCENT,Percentage,21.51,21.01,21.77,21.18,21.58,22.25,22.09,22.13,22.53,22.7,22.08,21.97,22.61,22.38,22.02,22.03,22.202,2015,22.03,"Source: World Energy Balances, IEA (2017)",E,161
2018.Q2.G.01,EG_FEC_RNEW,Renewable energy share in the total final energy consumption (%),132,-23.63544151,15.07791834,CPV,Cabo Verde,1,PERCENT,Percentage,28.98,28.18,27.86,35.25,33.96,26.61,25.07,24.96,27.61,26.16,21.74,21.62,24.4,26.13,26.2,26.58,24.986,2015,26.58,"Source: Energy Balances, UN Statistics Division (2017)",E,162
2018.Q2.G.01,EG_FEC_RNEW,Renewable energy share in the total final energy consumption (%),136,-81.16740559,19.32266656,CYM,Cayman Islands,1,PERCENT,Percentage,0,0,0,0,0,0,0,0,0,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.012,2015,0.01,"Source: Energy Balances, UN Statistics Division (2017)",E,163
2018.Q2.G.01,EG_FEC_RNEW,Renewable energy share in the total final energy consumption (%),140,20.93559492,7.003720791,CAF,Central African Republic,1,PERCENT,Percentage,85.07,84.86,84.86,85.53,85.65,85.65,84.8,80.86,80.58,80.58,79.81,78.77,78.03,77.08,76.9,76.57,77.47,2015,76.57,"Source: Energy Balances, UN Statistics Division (2017)",E,164
2018.Q2.G.01,EG_FEC_RNEW,Renewable energy share in the total final energy consumption (%),144,80.70489654,7.614693343,LKA,Sri Lanka,1,PERCENT,Percentage,64.16,62.93,62.1,61.3,61.61,60.08,62.17,60.2,61.57,63.51,61.84,59.25,60.69,59.87,57.59,52.88,58.056,2015,52.88,"Source: World Energy Balances, IEA (2017)",E,165
2018.Q2.G.01,EG_FEC_RNEW,Renewable energy share in the total final energy consumption (%),148,18.66618401,15.36279341,TCD,Chad,1,PERCENT,Percentage,97.16,97.26,97.26,91.97,92.12,91.73,91.81,90.71,90.07,91.05,90.79,90.6,90.65,89.46,89.24,89.36,89.862,2015,89.36,"Source: Energy Balances, UN Statistics Division (2017)",E,166
2018.Q2.G.01,EG_FEC_RNEW,Renewable energy share in the total final energy consumption (%),152,-71.23029019,-35.2652885,CHL,Chile,1,PERCENT,Percentage,31.36,32.15,33.07,31.61,31.43,32.26,32.91,30.46,30.83,31.53,27.04,28.79,30.3,30.18,26.72,24.88,28.174,2015,24.88,"Source: World Energy Balances, IEA (2017)",E,167
2018.Q2.G.01,EG_FEC_RNEW,Renewable energy share in the total final energy consumption (%),156,104.1403375,32.30955217,CHN,China,1,PERCENT,Percentage,29.73,28.46,27.1,23.95,20.25,18.2,17.09,15.35,14.6,13.91,12.88,11.7,11.97,11.84,12.22,12.41,12.028,2015,12.41,"Source: World Energy Balances, IEA (2017)",E,168
2018.Q2.G.01,EG_FEC_RNEW,Renewable energy share in the total final energy consumption (%),162,105.6426067,-10.4882473,CXR,Christmas Island,1,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,169
2018.Q2.G.01,EG_FEC_RNEW,Renewable energy share in the total final energy consumption (%),166,96.82633757,-12.18600682,CCK,Cocos (Keeling) Islands,1,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,170
2018.Q2.G.01,EG_FEC_RNEW,Renewable energy share in the total final energy consumption (%),170,-73.07446751,3.888209046,COL,Colombia,1,PERCENT,Percentage,28.03,27.23,28.79,30.69,29.16,28.73,28.98,29.66,28.96,29.55,27.93,26.78,26.64,24.47,24.44,23.56,25.178,2015,23.56,"Source: World Energy Balances, IEA (2017)",E,171
2018.Q2.G.01,EG_FEC_RNEW,Renewable energy share in the total final energy consumption (%),174,43.34234565,-11.66121732,COM,Comoros,1,PERCENT,Percentage,48.25,47.95,48.45,42.87,41.84,44.28,43.37,50.11,50.95,49.82,46.41,47.79,48.01,44.08,46.62,45.33,46.366,2015,45.33,"Source: Energy Balances, UN Statistics Division (2017)",E,172
2018.Q2.G.01,EG_FEC_RNEW,Renewable energy share in the total final energy consumption (%),175,45.14015057,-12.82217691,MYT,Mayotte,1,PERCENT,Percentage,16.17,15.37,14.92,14.14,13.35,11.45,10.97,10.38,9.7,9.45,9.96,11.93,11.6,11.33,10.55,10.24,11.13,2015,10.24,"Source: Energy Balances, UN Statistics Division (2017)",E,173
2018.Q2.G.01,EG_FEC_RNEW,Renewable energy share in the total final energy consumption (%),178,15.22052612,-0.840544119,COG,Congo,1,PERCENT,Percentage,64.85,61.18,68.63,62.21,63.24,63.49,69.69,60.68,57.22,56.39,55.15,64.95,65.51,62.69,62.4,62.4,63.59,2015,62.4,"Source: World Energy Balances, IEA (2017)",E,174
2018.Q2.G.01,EG_FEC_RNEW,Renewable energy share in the total final energy consumption (%),180,23.65496507,-2.877154732,COD,Democratic Republic of the Congo,1,PERCENT,Percentage,97.94,98.34,98.27,97.97,97.88,97.42,97.33,97.17,96.97,97.02,96.83,96.25,95.53,94.01,92.87,95.82,94.896,2015,95.82,"Source: World Energy Balances, IEA (2017)",E,175
2018.Q2.G.01,EG_FEC_RNEW,Renewable energy share in the total final energy consumption (%),184,-159.7711391,-21.22696458,COK,Cook Islands,1,PERCENT,Percentage,0,0,0,0,0,0,0,0,0,0,0,0.47,0.7,0.7,1.25,1.25,0.874,2015,1.25,"Source: Energy Balances, UN Statistics Division (2017)",E,176
2018.Q2.G.01,EG_FEC_RNEW,Renewable energy share in the total final energy consumption (%),188,-84.19712782,9.970998683,CRI,Costa Rica,1,PERCENT,Percentage,32.95,32.11,32.65,33.66,39.5,42.06,42.26,42.84,43.13,42.27,42.31,40.5,38.62,38.07,37.84,38.73,38.752,2015,38.73,"Source: World Energy Balances, IEA (2017)",E,177
2018.Q2.G.01,EG_FEC_RNEW,Renewable energy share in the total final energy consumption (%),191,17.95874553,45.45172212,HRV,Croatia,1,PERCENT,Percentage,26.79,26.95,24.63,24.84,26.59,26.84,25.52,22.67,24.16,27.18,29.78,27.19,29.42,32.84,33.65,33.13,31.246,2015,33.13,"Source: World Energy Balances, IEA (2017)",E,178
2018.Q2.G.01,EG_FEC_RNEW,Renewable energy share in the total final energy consumption (%),192,-79.54460144,22.10030366,CUB,Cuba,1,PERCENT,Percentage,34.43,34.05,34.81,33.57,33.78,26.32,21.97,18.59,18.73,16.12,13.16,16.68,17.1,16.89,18.8,19.28,17.75,2015,19.28,"Source: World Energy Balances, IEA (2017)",E,179
2018.Q2.G.01,EG_FEC_RNEW,Renewable energy share in the total final energy consumption (%),196,33.22285964,35.05659437,CYP,Cyprus,1,PERCENT,Percentage,3.1,3.05,3.18,3.26,3.3,3.36,3.51,4.36,5.49,5.98,6.35,7.42,8.34,9.5,9.36,9.94,8.912,2015,9.94,"Source: World Energy Balances, IEA (2017)",E,180
2018.Q2.G.01,EG_FEC_RNEW,Renewable energy share in the total final energy consumption (%),203,15.33151382,49.73913871,CZE,Czechia,1,PERCENT,Percentage,5.94,6.29,7.28,6.72,7.11,7.51,7.86,8.29,8.96,10.21,10.92,12.12,12.76,13.92,14.83,14.83,13.692,2015,14.83,"Source: World Energy Balances, IEA (2017)",E,181
2018.Q2.G.01,EG_FEC_RNEW,Renewable energy share in the total final energy consumption (%),204,2.339933594,9.65401646,BEN,Benin,1,PERCENT,Percentage,70.29,66.85,64.04,61.73,60.69,59.19,57.3,54.49,54.76,52.83,48.12,49.45,51.15,52.71,52.54,50.86,51.342,2015,50.86,"Source: World Energy Balances, IEA (2017)",E,182
2018.Q2.G.01,EG_FEC_RNEW,Renewable energy share in the total final energy consumption (%),208,9.326571283,56.03829721,DNK,Denmark,1,PERCENT,Percentage,10.74,11.12,11.87,12.72,14.45,16.13,15.27,17.7,18.55,19.34,21.35,23.9,27.28,27.34,30.27,33.17,28.392,2015,33.17,"Source: World Energy Balances, IEA (2017)",E,183
2018.Q2.G.01,EG_FEC_RNEW,Renewable energy share in the total final energy consumption (%),212,-61.3493756,15.43391378,DMA,Dominica,1,PERCENT,Percentage,11.03,9.39,13.58,10.54,9.99,9.6,8.64,7.75,7.46,8.16,8.91,11.48,9.73,9.88,8.61,7.83,9.506,2015,7.83,"Source: Energy Balances, UN Statistics Division (2017)",E,184
2018.Q2.G.01,EG_FEC_RNEW,Renewable energy share in the total final energy consumption (%),214,-70.49847576,18.89832088,DOM,Dominican Republic,1,PERCENT,Percentage,18.42,18.48,15.91,18.67,20.54,19.33,18.43,18.22,17.94,17.55,16.98,17.24,17.05,17.51,18.02,16.48,17.26,2015,16.48,"Source: World Energy Balances, IEA (2017)",E,185
2018.Q2.G.01,EG_FEC_RNEW,Renewable energy share in the total final energy consumption (%),218,-78.37005241,-1.447785891,ECU,Ecuador,1,PERCENT,Percentage,20.03,18.43,18.06,17.97,15.97,12.16,12.97,12.81,15.09,13.3,12.11,13.35,13.1,12.68,12.22,13.82,13.034,2015,13.82,"Source: World Energy Balances, IEA (2017)",E,186
